"name","name_alt1","name_alt2","name_alt3","name_alt4","abbreviation","type","uniqid","statements","appearances"
"Textile Clothing and Footwear Union of Australia","Textile Clothing and Footwear Union",NA,NA,NA,NA,"Union","1623",0,16
"WIZO Australia","WIZO",NA,NA,NA,NA,"Citizen","1698",0,0
"Australian Fishing Tackle Association",NA,NA,NA,NA,NA,"Business","10500",0,3
"Australasian Institute of Surface Finishing",NA,NA,NA,NA,NA,"Professional","20023",0,0
"Abused Child Trust",NA,NA,NA,NA,NA,"Service","6",0,0
"Adults Surviving Child Abuse","blueknot",NA,NA,NA,NA,"Service","14",0,0
"Australian Lawyers Alliance","Australian Plaintiff Lawyers Association",NA,NA,NA,"ALA","Citizen","10629",113,334
"Arts Law Centre of Australia","Arts Law Centre",NA,NA,NA,NA,"Hybrid","69",1,0
"Association of Australian Investigators Inc","Association of Australian Investigators",NA,NA,NA,NA,"Professional","81",0,0
"Australian Bar Association",NA,NA,NA,NA,NA,"Professional","198",21,184
"Australian Childhood Foundation",NA,NA,NA,NA,NA,"Citizen","241",18,124
"Australian Copyright Council",NA,NA,NA,NA,"ACC","Business","271",0,7
"Australian Corporate Lawyers Association",NA,NA,NA,NA,NA,"Professional","273",0,0
"Australian Custodial Services Association",NA,NA,NA,NA,NA,"Professional","297",1,2
"Australian Family Association",NA,NA,NA,NA,NA,"Citizen","328",0,45
"Australian Federal Police Association",NA,NA,NA,NA,NA,"Professional","329",79,238
"Australian Institute of Administrative Law Inc","Australian Institute of Administrative Law",NA,NA,NA,NA,"Professional","410",1,8
"Australian Institute of Judicial Administration","Australasian Institute of Judicial Administration",NA,NA,NA,"AIJA","Professional","426",1,23
"Australian Parents Council",NA,NA,NA,NA,NA,"Citizen","553",20,61
"Australian Security Industry Association",NA,NA,NA,NA,NA,"Professional","617",4,23
"Australian Women Lawyers",NA,NA,NA,NA,"AWL","Professional","721",11,40
"Child and Family Welfare Association of Australia","Child and Family Welfare Association",NA,NA,NA,NA,"Citizen","839",0,0
"Commercial Law Association of Australia","Commercial Law Association",NA,NA,NA,NA,"Professional","868",0,0
"Community Restorative Centre",NA,NA,NA,NA,"CRC","Service","884",5,0
"Crime Victims Support Association",NA,NA,NA,NA,NA,"Citizen","923",7,12
"Families and Friends for Drug Law Reform",NA,NA,NA,NA,NA,"Citizen","1005",0,15
"Families Australia",NA,NA,NA,NA,NA,"Citizen","1007",3,45
"Fire Protection Association Australia","Fire Protection Association",NA,NA,NA,NA,"Business","1039",7,12
"Incest Survivors Association Inc","Phoenix Support and Advocacy Service","Phoenix Support and Advocacy Service Inc",NA,NA,NA,"Service","1153",0,0
"Institute of Arbitrators & Mediators Australia","Institute of Arbitrators and Mediators Australia","Institute of Arbitrators and Mediators",NA,NA,"IAMA","Professional","1166",0,0
"Institute of Patent and Trade Mark Attorneys of Australia",NA,NA,NA,NA,"IPTA","Professional","1180",0,1
"International Law Association",NA,NA,NA,NA,NA,"Professional","1187",0,3
"Law Council of Australia","Law Council",NA,NA,NA,NA,"Professional","1219",299,1084
"Lone Fathers Association Australia Inc","Lone Fathers Association Australia","Lone Fathers Association",NA,NA,NA,"Citizen","1236",0,0
"National Association for Prevention of Child Abuse and Neglect",NA,NA,NA,NA,NA,"Citizen","1298",0,21
"National Association of Community Legal Centres",NA,NA,NA,NA,NA,"Service","1302",1,18
"National Association of Services Against Sexual Violence",NA,NA,NA,NA,NA,"Institutional","1307",1,4
"National Fire Industry Association",NA,NA,NA,NA,"NFIA","Business","1336",1,5
"Police Federation of Australia","Police Federation",NA,NA,NA,NA,"Professional","1437",24,78
"Pregnancy Help Australia",NA,NA,NA,NA,NA,"Service","1449",0,0
"Redkite",NA,NA,NA,NA,"SCHF","Service","1483",15,0
"RELATEWELL (Family Relationships Institute Inc)","RELATEWELL (Family Relationships Institute)","RELATEWELL",NA,NA,NA,"Hybrid","1488",0,0
"Relationships Australia",NA,NA,NA,NA,NA,"Service","1489",9,0
"Shared Parenting Council of Australia","Shared Parenting Council",NA,NA,NA,NA,"Citizen","1545",1,1
"Siblings Australia",NA,NA,NA,NA,NA,"Hybrid","1552",0,0
"Stepfamilies Australia",NA,NA,NA,NA,NA,"Hybrid","1592",0,0
"United Firefighters Union of Australia","United Firefighters Union","United Firefighters' Union of Australia","United Firefighters' Union",NA,NA,"Union","1662",97,43
"Whistleblowers Australia",NA,NA,NA,NA,NA,"Citizen","1689",4,10
"Chung Wah Association",NA,NA,NA,NA,NA,"Service","10553",1,0
"The Tax Institute","Tax Institute","Taxation Institute of Australia","Taxation Institute",NA,NA,"Professional","10707",145,333
"Australian Poetry Centre",NA,NA,NA,NA,NA,"Business","568",0,1
"Corporate Tax Association of Australia","Corporate Tax Association",NA,NA,NA,NA,"Business","908",12,1
"National Tax and Accountants Association",NA,NA,NA,NA,NA,"Professional","1367",0,6
"Prosper Australia",NA,NA,NA,NA,NA,"Citizen","1466",16,62
"Taxpayers Australia","Tax and Super Australia",NA,NA,NA,NA,"Citizen","1618",0,13
"Australian Taxpayers' Alliance","Australian Taxpayers Alliance",NA,NA,NA,NA,"Citizen","20213",5,89
"Economic Society of Australia","Economic Society",NA,NA,NA,NA,"Professional","20102",0,143
"Benevolent Society",NA,NA,NA,NA,NA,"Service","10507",5,0
"Australian Addison's Disease Association","Australian Addisons Disease Association",NA,NA,NA,"ANZICS","Service","146",0,0
"Australian Islamic Cultural Centre",NA,NA,NA,NA,NA,"Service","452",0,0
"Australian Literacy and Numeracy Foundation",NA,NA,NA,NA,NA,"Service","468",0,0
"Australian Mathematics Trust",NA,NA,NA,NA,NA,"Service","497",0,0
"Australian Multiple Birth Association",NA,NA,NA,NA,NA,"Service","515",3,0
"Australian Network on Disability",NA,NA,NA,NA,NA,"Service","534",7,0
"Australian Outward Bound Foundation","Outward Bound Australia",NA,NA,NA,NA,"Service","548",1,0
"Australian Seniors Computer Clubs Association",NA,NA,NA,NA,NA,"Service","620",0,0
"Australian Speech Communication Association Inc","Australian Speech Communication Association",NA,NA,NA,NA,"Service","662",0,0
"Autism Spectrum Australia","Autism Spectrum",NA,NA,NA,NA,"Service","737",6,0
"Bible League",NA,NA,NA,NA,NA,"Service","754",0,0
"Bible Society Australia",NA,NA,NA,NA,NA,"Service","755",0,0
"Bone Health Foundation",NA,NA,NA,NA,NA,"Service","772",0,0
"Bowel Group for Kids Inc","Bowel Group for Kids",NA,NA,NA,NA,"Service","774",0,0
"BoysTown","YourTown",NA,NA,NA,NA,"Service","777",30,0
"Brain Foundation",NA,NA,NA,NA,NA,"Service","779",0,0
"Food Safety Information Council",NA,NA,NA,NA,NA,"Service","1048",12,0
"Polycystic Ovarian Syndrome Association",NA,NA,NA,NA,NA,"Service","1443",0,0
"Skin and Cancer Foundation Australia","Skin and Cancer Foundation",NA,NA,NA,NA,"Service","1557",0,0
"Sleep Disorders Australia",NA,NA,NA,NA,NA,"Service","1558",0,0
"Smith Family","The Smith Family",NA,NA,NA,NA,"Service","1559",104,0
"Social Ventures Australia","Social Ventures",NA,NA,NA,NA,"Service","1561",24,0
"Stride Foundation Limited","Stride Foundation",NA,NA,NA,NA,"Service","1597",0,0
"The Alannah and Madeline Foundation","Alannah and Madeline Foundation",NA,NA,NA,NA,"Service","1626",0,0
"Australian Institute of Landscape Architects",NA,NA,NA,NA,"AILA","Professional","428",4,71
"Australian Marine Sciences Association",NA,NA,NA,NA,"AMSA","Professional","491",0,8
"Australian Water Association",NA,NA,NA,NA,NA,"Business","711",4,18
"Central Australian Aboriginal Congress",NA,NA,NA,NA,NA,"Hybrid","826",2,0
"Central Australian Aboriginal Media Association",NA,NA,NA,NA,NA,"Service","827",0,0
"Gemmological Association of Australia","Gemmological Association",NA,NA,NA,NA,"Professional","1081",0,4
"Geological Society of Australia Inc","Geological Society of Australia","Geological Society",NA,NA,NA,"Professional","1082",0,6
"Murray Darling Association",NA,NA,NA,NA,NA,"Citizen","1284",1,8
"National Aboriginal Sports Corporation Australia","National Aboriginal Sports Corporation",NA,NA,NA,NA,"Service","1294",0,0
"Waste Management Association of Australia","Waste Management and Resource Recovery Association of Australia","Waste Management Association","Waste Management and Resource Recovery Association",NA,NA,"Business","1681",12,42
"Water Industry Operators Association of Australia","Water Industry Operators Association",NA,NA,NA,"WIOA","Business","1683",1,12
"Water Services Association of Australia","Water Services Association",NA,NA,NA,NA,"Business","1684",5,27
"Zoo and Aquarium Association",NA,NA,NA,NA,"ACRS","Business","1718",1,39
"Australasian Cemeteries and Crematoria Association",NA,NA,NA,NA,NA,"Business","20015",0,2
"Australian Childcare Alliance",NA,NA,NA,NA,NA,"Business","10549",137,284
"Australasian Gaming Council",NA,NA,NA,NA,"AGC","Business","20021",0,1
"Coalition of Celebrant Associations",NA,NA,NA,NA,"CEDA","Business","20097",0,7
"Royal Humane Society of Australasia","Royal Humane Society",NA,NA,NA,NA,"Citizen","10529",0,18
"Australian Association of Police Citizens Youth Clubs",NA,NA,NA,NA,NA,"Citizen","10666",0,0
"Australian Legion of Ex-Servicemen and Women",NA,NA,NA,NA,NA,"Citizen","10524",0,2
"Australian Pensioners and Superannuants Federation","Australian Pensioners and Superannuants' Federation",NA,NA,NA,NA,"Citizen","10660",0,0
"Council to Homeless Persons",NA,NA,NA,NA,NA,"Citizen","10698",12,151
"FamilyVoice Australia","FamilyVoice",NA,NA,NA,"NCCA","Citizen","20107",7,16
"National Council of Single Mothers and Their Children",NA,NA,NA,NA,NA,"Citizen","10525",0,31
"Local Community Services Association",NA,NA,NA,NA,NA,"Citizen","10692",0,0
"Sole Parents' Union","Sole Parents Union",NA,NA,NA,NA,"Citizen","10526",0,0
"Australian Federation of Homelessness Organisations",NA,NA,NA,NA,NA,"Citizen","10742",0,0
"Tearfund Australia",NA,NA,NA,NA,NA,"Hybrid","1620",0,0
"Centacare Catholic Family Services",NA,NA,NA,NA,NA,"Service","10600",12,0
"Australian Lutheran World Service",NA,NA,NA,NA,NA,"Service","10654",0,0
"Australian Volunteers",NA,NA,NA,NA,NA,"Service","10655",0,0
"Australian Theatre for Young People",NA,NA,NA,NA,NA,"Service","10661",2,0
"Ted Noffs Foundation",NA,NA,NA,NA,NA,"Service","10572",8,0
"Network of Community Activities",NA,NA,NA,NA,NA,"Service","10508",7,0
"Disability Information and Resource Centre",NA,NA,NA,NA,NA,"Service","10513",0,0
"Australian Islamic Mission",NA,NA,NA,NA,NA,"Service","10626",0,0
"Royal District Nursing Service",NA,NA,NA,NA,NA,"Service","20170",0,0
"GetUp",NA,NA,NA,NA,NA,"Citizen","1719",418,3006
"Tear Australia",NA,NA,NA,NA,NA,"Hybrid","20187",0,0
"Aftercare","Stride",NA,NA,NA,NA,"Service","23",0,0
"Aged and Community Services Australia","Aged and Community Services",NA,NA,NA,NA,"Citizen","24",38,229
"Apex Foundation",NA,NA,NA,NA,NA,"Service","57",0,0
"Association of Independent Retirees",NA,NA,NA,NA,NA,"Citizen","89",42,119
"Australian Association of Social Workers",NA,NA,NA,NA,NA,"Professional","182",3,24
"Australian Catholic Social Justice Council",NA,NA,NA,NA,NA,"Citizen","232",0,0
"Australian Community Children's Services","Australian Community Childrens Services",NA,NA,NA,NA,"Citizen","264",0,3
"Australian Community Services Employers Association","Community Management Solutions",NA,NA,NA,NA,"Business","265",0,1
"Australian Council of Social Service",NA,NA,NA,NA,NA,"Citizen","282",200,984
"Australian Meals on Wheels Association",NA,NA,NA,NA,NA,"Hybrid","498",0,0
"Australian National Committee on Refugee Women",NA,NA,NA,NA,NA,"Citizen","526",0,2
"Australian Red Cross",NA,NA,NA,NA,NA,"Service","597",52,0
"Barnardos Australia","Barnardos",NA,NA,NA,NA,"Hybrid","748",18,0
"Beacon Foundation",NA,NA,NA,NA,NA,"Service","750",17,0
"Bravehearts",NA,NA,NA,NA,NA,"Hybrid","782",4,0
"Brotherhood of St Laurence",NA,NA,NA,NA,NA,"Hybrid","789",29,0
"Camp Quality",NA,NA,NA,NA,NA,"Service","803",0,0
"Care Leavers of Australia Network",NA,NA,NA,NA,NA,"Citizen","809",0,1
"Carers Alliance",NA,NA,NA,NA,NA,"Citizen","811",0,4
"Carers Australia",NA,NA,NA,NA,NA,"Citizen","812",20,63
"Caritas Australia","Caritas",NA,NA,NA,NA,"Hybrid","813",16,0
"Catholic Social Services",NA,NA,NA,NA,NA,"Institutional","817",10,57
"Child Abuse Prevention Service",NA,NA,NA,NA,NA,"Service","838",0,0
"Children with Disability Australia","Children and Young People with Disability Australia","Children and Young People with Disability",NA,NA,NA,"Citizen","840",8,58
"Children's Protection Society","Childrens Protection Society",NA,NA,NA,NA,"Service","844",0,0
"Community Information Strategies Australia Inc t/a Connecting Up Australia","Connecting Up","Community Information Strategies",NA,NA,NA,"Service","882",0,0
"Crisis Support Services","On the line","Crisis Support Services Inc",NA,NA,NA,"Service","924",0,0
"Family Relationship Services Australia","Family Relationship Services",NA,NA,NA,NA,"Citizen","1011",0,0
"Fatherhood Foundation","Dads4Kids",NA,NA,NA,NA,"Hybrid","1013",0,0
"Gamblers Anonymous",NA,NA,NA,NA,NA,"Service","1072",0,0
"House With No Steps","Aruma","House With No Steps (The Wheelchair and Disabled Association of Aust)",NA,NA,NA,"Service","1139",8,0
"Independence Australia",NA,NA,NA,NA,NA,"Service","1154",0,0
"Isolated Children's Parents Association",NA,NA,NA,NA,NA,"Citizen","1198",0,1
"Marriage and Relationship Educators' Association of Australia Inc","Marriage and Relationship Educators' Association of Australia","Marriage and Relationship Educators' Association","Marriage and Relationship Educators Association of Australia","Marriage and Relationship Educators Association",NA,"Professional","1245",0,0
"Mirabel Foundation",NA,NA,NA,NA,NA,"Service","1276",0,0
"Mission Australia",NA,NA,NA,NA,NA,"Service","1277",101,0
"Mothers Union in Australia","Anglican Mothers Union Australia","Mothers Union","Anglican Mothers Union",NA,NA,"Service","1281",0,0
"National Council on Intellectual Disability","Council for Intellectual Disability",NA,NA,NA,NA,"Citizen","1326",3,21
"National Disability Services",NA,NA,NA,NA,NA,"Institutional","1327",83,174
"National Ethnic Disability Alliance",NA,NA,NA,NA,NA,"Citizen","1333",1,3
"Open Family Australia",NA,NA,NA,NA,NA,"Service","1396",0,0
"Oz Child: Children Australia Inc","Oz Child","Children Australia",NA,NA,NA,"Service","1411",0,0
"Plan",NA,NA,NA,NA,NA,"Hybrid","1433",0,0
"Secretariat of National Aboriginal and Islander Child Care",NA,NA,NA,NA,NA,"Citizen","1537",0,28
"Seeing Eye Dogs Australia","Seeing Eye Dogs",NA,NA,NA,NA,"Service","1539",0,0
"Service to Youth Council",NA,NA,NA,NA,NA,"Hybrid","1542",0,0
"St Vincent de Paul National Council of Australia","St Vincent de Paul National Council",NA,NA,NA,NA,"Hybrid","1585",0,0
"St.George Foundation","St George Foundation",NA,NA,NA,NA,"Service","1586",1,0
"Starlight Children's Foundation of Australia","Starlight Children's Foundation","Starlight Childrens Foundation of Australia","Starlight Childrens Foundation",NA,NA,"Service","1589",0,0
"The Salvation Army Southern Territory","Salvation Army Southern Territory",NA,NA,NA,NA,"Service","1641",0,0
"Uniting Care Australia","Uniting Care",NA,NA,NA,NA,"Hybrid","1666",10,0
"Whitelion",NA,NA,NA,NA,NA,"Service","1690",2,0
"Women With Disabilities Australia","Women With Disabilities",NA,NA,NA,NA,"Citizen","1702",4,13
"Women's Services Network","Womens Services Network",NA,NA,NA,NA,"Citizen","1704",0,2
"Yfoundations",NA,NA,NA,NA,NA,"Citizen","1711",5,11
"Young People and the Arts Australia","Young People and the Arts",NA,NA,NA,NA,"Citizen","1714",0,0
"YWCA of Australia","YWCA",NA,NA,NA,NA,"Citizen","1716",1,1
"Commercial Radio Australia","Commercial Radio",NA,NA,NA,NA,"Business","869",42,136
"Academy of the Social Sciences in Australia","Academy of the Social Sciences",NA,NA,NA,NA,"Professional","7",0,113
"Alternative Technology Association",NA,NA,NA,NA,"ATA","Citizen","42",4,14
"Association of Professional Engineers, Scientists and Managers","Professionals Australia",NA,NA,NA,"SIBA","Professional","96",34,282
"Astronomical Society of Australia","Astronomical Society",NA,NA,NA,"ASA","Professional","103",2,13
"Audit Bureau of Australia","Audited Media Association of Australia","Audit Bureau","Audited Media Associatio",NA,"TRLASA","Business","108",0,11
"AusBiotech",NA,NA,NA,NA,NA,"Business","109",33,67
"Australian Academy of Science",NA,NA,NA,NA,"AAS","Professional","141",36,423
"Australian Academy of Technological Sciences and Engineering",NA,NA,NA,NA,NA,"Professional","142",0,46
"Australian Academy of the Humanities",NA,NA,NA,NA,NA,"Professional","143",1,50
"Australian Acoustical Society",NA,NA,NA,NA,NA,"Professional","144",0,4
"Australian Archaeological Association Inc","Australian Archaeological Association",NA,NA,NA,NA,"Professional","159",0,11
"Australian Association of Consulting Archaeologists Inc","Australian Association of Consulting Archaeologists",NA,NA,NA,NA,"Professional","171",0,3
"Australian Children's Television Foundation","Australian Childrens Television Foundation",NA,NA,NA,NA,"Hybrid","242",0,0
"Australian Computer Society",NA,NA,NA,NA,NA,"Professional","268",17,194
"Australian Council for Computers in Education",NA,NA,NA,NA,NA,"Professional","276",0,3
"Australian Council of Film Societies",NA,NA,NA,NA,NA,"Citizen","280",0,0
"Australian Council on Children and the Media",NA,NA,NA,NA,"ACCM","Citizen","289",0,46
"Australian Directors Guild",NA,NA,NA,NA,NA,"Business","312",0,43
"Australian Earthquake Engineering Society",NA,NA,NA,NA,NA,"Professional","317",0,1
"Australian Entomological Society Inc","Australian Entomological Society",NA,NA,NA,NA,"Professional","322",0,2
"Australian Federation Against Copyright Theft","Australia New Zealand Screen Association","Australian Screen Association",NA,NA,NA,"Business","330",0,21
"Australian Film Institute","Australian Academy Cinema Television Arts",NA,NA,NA,NA,"Business","345",2,113
"Australian Geomechanics Society",NA,NA,NA,NA,"AGS","Professional","368",0,1
"Australian Home Entertainment Distributors Association",NA,NA,NA,NA,"AVSDA","Business","391",0,14
"Australian Independent Record Labels Association",NA,NA,NA,NA,NA,"Business","399",0,15
"Australian Information Industry Association",NA,NA,NA,NA,NA,"Business","408",13,103
"Australian Institute of Geoscientists",NA,NA,NA,NA,NA,"Professional","422",1,8
"Australian Institute of Physics",NA,NA,NA,NA,"AIP","Professional","438",1,20
"Australian Interactive Media Industry Association","Digital + Technology Collective","Digital and Technology Collective",NA,NA,NA,"Business","450",0,1
"Australian Market and Social Research Society",NA,NA,NA,NA,"AMSRS","Professional","493",0,1
"Australian Mathematical Sciences Institute",NA,NA,NA,NA,NA,"Professional","495",24,180
"Australian Mathematical Society",NA,NA,NA,NA,NA,"Professional","496",2,9
"Australian Mobile Telecommunications Association",NA,NA,NA,NA,NA,"Business","511",8,37
"Australian Newsagents' Federation","Australian Lottery and Newsagents' Association","Australian Newsagents Federation","Australian Lottery and Newsagents Association",NA,"AL","Business","535",0,0
"Australian Political Studies Association",NA,NA,NA,NA,NA,"Professional","569",0,4
"Australian Press Council",NA,NA,NA,NA,NA,"Business","578",2,1442
"Australian Publishers Association",NA,NA,NA,NA,NA,"Business","589",9,46
"Australian Record Industry Association",NA,NA,NA,NA,NA,"Business","595",0,37
"Australian Screen Editors Guild Inc","Australian Screen Editors Guild",NA,NA,NA,NA,"Professional","615",0,0
"Australian Institute of Office Professionals",NA,NA,NA,NA,NA,"Professional","20069",0,0
"Australian Society for Biochemistry and Molecular Biology",NA,NA,NA,NA,"ASBMB","Professional","635",0,0
"Australian Society for Microbiology",NA,NA,NA,NA,"ASM","Professional","640",0,6
"Australian Society of Exploration Geophysicists",NA,NA,NA,NA,"ASEG","Professional","650",0,0
"Australian Subscription Television and Radio Association",NA,NA,NA,NA,NA,"Business","672",0,51
"Australian Teleservices Association","Auscontact Association",NA,NA,NA,"ATA","Business","683",0,1
"Australian Web Industry Association",NA,NA,NA,NA,NA,"Business","714",0,0
"BICSI",NA,NA,NA,NA,NA,"Professional","756",0,0
"Business Software Alliance",NA,NA,NA,NA,NA,"Business","800",0,2
"Communications Alliance",NA,NA,NA,NA,NA,"Business","873",66,172
"Communications and Media Law Association",NA,NA,NA,NA,"CAMLA","Professional","874",0,4
"Community Broadcasting Association of Australia","Community Broadcasting Association",NA,NA,NA,"CBAA","Business","878",2,14
"Community Newspapers of Australia",NA,NA,NA,NA,"C","Business","883",0,0
"Council for the Humanities, Arts and Social Sciences",NA,NA,NA,NA,NA,"Professional","911",0,1
"Engineers Australia",NA,NA,NA,NA,NA,"Professional","992",161,468
"Females in Information Technology and Telecommunications",NA,NA,NA,NA,NA,"Professional","1028",0,0
"Foreign Correspondents Association of Australia","Foreign Correspondents Association","Foreign Correspondents' Association of Australia","Foreign Correspondents' Association",NA,"FCA","Professional","1050",0,0
"Free TV Australia",NA,NA,NA,NA,NA,"Business","1057",61,225
"Friends of the ABC","ABC friends",NA,NA,NA,NA,"Citizen","1061",14,128
"Graphic Arts Services Association of Australia","Graphic Arts Services Association",NA,NA,NA,NA,"Business","1100",0,0
"Independent Cinemas Association of Australia","Independent Cinemas Association",NA,NA,NA,"ICAA","Business","1155",0,0
"Information Systems Audit and Control Association",NA,NA,NA,NA,"ISACA","Business","1157",0,0
"Information Technology Contract & Recruitment Association","Information Technology Contract and Recruitment Association","Information Technology Contract and Recruitment Association Ltd",NA,NA,NA,"Professional","1158",0,0
"Institute for Information Management",NA,NA,NA,NA,NA,"Business","1161",0,0
"Institute of Industrial Engineers",NA,NA,NA,NA,NA,"Professional","1175",0,1
"Institute of Instrumentation Control & Automation Australia","Institute of Instrumentation Control and Automation Australia","Institute of Instrumentation Control & Automation",NA,NA,NA,"Professional","1176",0,0
"Magazine Publishers of Australia","Magazine Networks",NA,NA,NA,NA,"Business","1239",0,0
"Materials Australia",NA,NA,NA,NA,"IMEA","Business","1251",0,5
"Media Federation of Australia","Media Federation",NA,NA,NA,"MFA","Business","1255",10,24
"Media, Entertainment and Arts Alliance",NA,NA,NA,NA,"MEAA","Union","1256",52,317
"Metrology Society of Australia","Metrology Society",NA,NA,NA,NA,"Professional","1270",0,0
"Motion Picture Distributors' Association of Australia","Motion Picture Distributors' Association","Motion Picture Distributors Association of Australia","Motion Picture Distributors Association",NA,"MPDAA","Business","1282",0,0
"National Association of Testing Authorities Australia","National Association of Testing Authorities",NA,NA,NA,"TA","Professional","1309",0,3
"National Space Society of Australia","National Space Society",NA,NA,NA,NA,"Professional","1362",0,2
"National Speakers Association of Australia","Professional Speakers Australia","National Speakers Association","Professional Speakers",NA,"NSAA","Professional","1363",4,14
"Outdoor Media Association",NA,NA,NA,NA,NA,"Business","1405",4,48
"Phonographic Performance Company of Australia","Phonographic Performance Company",NA,NA,NA,NA,"Business","1428",0,16
"Printing Industries Association of Australia","Printing Industries Association",NA,NA,NA,"API","Business","1453",0,7
"Professions Australia","Australian Council of Professions",NA,NA,NA,NA,"Professional","1460",1,0
"Publishers Australia",NA,NA,NA,NA,NA,"Business","1472",0,21
"Research Australia",NA,NA,NA,NA,NA,"Business","1493",16,1045
"Royal Australian Chemical Institute",NA,NA,NA,NA,NA,"Professional","1509",0,23
"Science and Technology Australia","Science and Technology",NA,NA,NA,NA,"Business","1527",45,84
"Science Industry Australia Ltd","Science Industry Australia","Science Industry",NA,NA,NA,"Business","1528",0,0
"Screen Printing and Graphic Imaging Association of Australia","Screen Printing and Graphic Imaging Association",NA,NA,NA,NA,"Business","1531",0,0
"Screen Producers Association of Australia","Screen Producers Australia","Screen Producers Association",NA,NA,NA,"Business","1532",65,187
"Simulation Australia",NA,NA,NA,NA,NA,"Business","1554",0,2
"Society of Motion Pictures and Television Engineers",NA,NA,NA,NA,NA,"Professional","1567",0,0
"Statistical Society of Australia","Statistical Society",NA,NA,NA,NA,"Professional","1590",3,10
"System Administrations Guild of Australia","System Administrations Guild",NA,NA,NA,NA,"Professional","1612",0,0
"The Australian Anthropological Society","Australian Anthropological Society",NA,NA,NA,NA,"Professional","1628",0,1
"The Australian Sociological Association","Australian Sociological Association",NA,NA,NA,NA,"Professional","1631",2,5
"The Communications Council","Advertising Council Australia",NA,NA,NA,NA,"Business","1632",3,42
"Wireless Institute of Australia","Wireless Institute",NA,NA,NA,"WIA","Business","1697",0,7
"Women in Science Enquiry Network","Women in STEMM Australia",NA,NA,NA,NA,"Citizen","1701",0,3
"Advertising Federation of Australia","Advertising Federation",NA,NA,NA,NA,"Business","10517",0,4
"Australian Publishers' Bureau","Australian Publishers Bureau",NA,NA,NA,NA,"Business","10622",0,0
"Australian Video Retailers Association",NA,NA,NA,NA,NA,"Business","10681",0,0
"Australian Visual Software Distributors Association",NA,NA,NA,NA,NA,"Business","10560",0,0
"Australasian Promotional Products Association",NA,NA,NA,NA,NA,"Business","20033",0,0
"Country Press Australia",NA,NA,NA,NA,NA,"Business","10729",11,60
"Australian Spatial Information Business Association",NA,NA,NA,NA,NA,"Business","10704",0,0
"Australian Digital and Telecommunications Industry Association",NA,NA,NA,NA,NA,"Business","10708",0,0
"Interactive Advertising Bureau",NA,NA,NA,NA,NA,"Business","20127",5,51
"Australian and New Zealand Association for the Advancement of Science",NA,NA,NA,NA,NA,"Citizen","10756",0,2
"Australian Melanoma Research Foundation",NA,NA,NA,NA,NA,"Citizen","10545",2,14
"Australian Institute of Navigation",NA,NA,NA,NA,"AIN","Professional","20068",0,0
"Australasian Corrosion Association",NA,NA,NA,NA,NA,"Professional","20019",0,1
"Australian Institute for Nuclear Science and Engineering (AINSE)","Australian Institute for Nuclear Science and Engineering","AINSE",NA,NA,NA,"Professional","20067",0,0
"Australian and New Zealand Society of Criminology",NA,NA,NA,NA,NA,"Professional","10566",0,14
"Institute of Marine Engineering, Science and Technology",NA,NA,NA,NA,NA,"Professional","10718",0,5
"Australasian Society for Immunology",NA,NA,NA,NA,"ASI","Professional","20038",0,1
"Australasian Systematic Botany Society",NA,NA,NA,NA,"ASBS","Professional","20043",0,0
"Licensing Executives Society Australia and New Zealand",NA,NA,NA,NA,"LESANZ","Professional","20131",0,0
"Australasian Institute for Maritime Archaeology",NA,NA,NA,NA,"AIMA","Professional","20022",0,0
"Australian Evaluation Society",NA,NA,NA,NA,NA,"Professional","10671",0,0
"Transplantation Society of Australia and New Zealand",NA,NA,NA,NA,"TSANZ","Professional","20204",0,23
"Australasian Speech Science and Technology Association",NA,NA,NA,NA,"ASSTA","Professional","20041",0,1
"Australasian Research Management Society",NA,NA,NA,NA,NA,"Professional","20035",0,1
"Australian Accounting Research Foundation",NA,NA,NA,NA,NA,"Service","10601",0,0
"Communication Research Institute of Australia","Communication Research Institute",NA,NA,NA,NA,"Service","10679",1,0
"Water Research Australia",NA,NA,NA,NA,NA,"Service","10680",0,0
"Boating Industry Association",NA,NA,NA,NA,"BIA","Business","20088",8,42
"Australian Direct Marketing Association",NA,NA,NA,NA,NA,"Business","10639",0,1
"Concrete Pipe Association of Australasia","Concrete Pipe Association",NA,NA,NA,NA,"Business","20101",0,0
"Australian International Movers Association",NA,NA,NA,NA,"AIMA","Business","10683",0,0
"Association of Rotational Moulders Australasia",NA,NA,NA,NA,NA,"Business","20005",0,0
"Australian Wine Export Council",NA,NA,NA,NA,NA,"Business","10720",0,0
"Australasian Association of Convenience Stores",NA,NA,NA,NA,NA,"Business","20013",9,0
"Australian Peak Shippers Association",NA,NA,NA,NA,NA,"Business","10696",3,11
"Venue Management Association (Asia and Pacific)","Venue Management Association",NA,NA,NA,"VMA","Business","20206",0,0
"Australasian Wire Industry Association",NA,NA,NA,NA,NA,"Business","20046",0,0
"Australia Indonesia Business Council",NA,NA,NA,NA,"AIBC","Business","20048",0,48
"Australian Seafood Industry Council",NA,NA,NA,NA,NA,"Business","10607",0,1
"Indian Ocean Tourism Organisation",NA,NA,NA,NA,NA,"Business","10713",0,0
"Australian Federation of International Forwarders",NA,NA,NA,NA,NA,"Business","10546",0,1
